timestamp,side,price,size,position,avg_entry_price,cash,realized_pnl,unrealized_pnl,total_pnl,mark_price,trade_id
2025-08-22T14:58:39.281189,sell,112342.57,4.999999999999449e-05,-0.08807999999999998,112342.57000000004,9895.1335683,2.700000002514565e-06,2.563465386629104e-12,2.7000025659799518e-06,112342.57,fill_ask_1755867519281189
2025-08-22T14:58:39.281257,sell,112342.57,4.999999999999449e-05,-0.08812999999999997,112342.57000000005,9900.7506968,2.700000002514565e-06,3.8473808672279105e-12,2.7000038498954323e-06,112342.57,fill_ask_1755867519281257
2025-08-22T14:58:39.281324,sell,112342.57,4.999999999999449e-05,-0.08817999999999997,112342.57000000005,9906.3678253,2.700000002514565e-06,3.849563654512165e-12,2.7000038520782197e-06,112342.57,fill_ask_1755867519281324
2025-08-22T14:58:39.281417,sell,112342.57,4.999999999999449e-05,-0.08822999999999996,112342.57000000007,9911.9849538,2.700000002514565e-06,5.135661922395227e-12,2.7000051381764876e-06,112342.57,fill_ask_1755867519281417
2025-08-22T14:58:39.281520,sell,112342.57,4.999999999999449e-05,-0.08827999999999996,112342.57000000007,9917.6020823,2.700000002514565e-06,5.1385723054409e-12,2.7000051410868707e-06,112342.57,fill_ask_1755867519281520
2025-08-22T14:58:39.281623,sell,112342.57,0.00039000000000000146,-0.08866999999999996,112342.57000000008,9961.4156846,2.700000002514565e-06,6.451591616496441e-12,2.7000064541061814e-06,112342.57,fill_ask_1755867519281623
2025-08-22T14:58:39.281707,sell,112342.57,0.0007000000000000062,-0.08936999999999996,112342.57000000007,10040.055483600001,2.700000002514565e-06,5.20201865583658e-12,2.700005204533221e-06,112342.57,fill_ask_1755867519281707
2025-08-22T14:58:39.281778,sell,112342.57,4.999999999999449e-05,-0.08941999999999996,112342.57000000008,10045.672612100001,2.700000002514565e-06,6.506161298602816e-12,2.7000065086758636e-06,112342.57,fill_ask_1755867519281779
2025-08-22T14:58:39.281847,sell,112342.57,4.999999999999449e-05,-0.08946999999999995,112342.57000000008,10051.289740600001,2.700000002514565e-06,6.5097992774099075e-12,2.7000065123138425e-06,112342.57,fill_ask_1755867519281847
2025-08-22T14:58:39.281916,sell,112342.57,4.999999999999449e-05,-0.08951999999999995,112342.5700000001,10056.906869100001,2.700000002514565e-06,7.8161247074604e-12,2.7000078186392725e-06,112342.57,fill_ask_1755867519281916
2025-08-22T14:58:39.281983,sell,112342.57,0.00010000000000000286,-0.08961999999999995,112342.5700000001,10068.141126100001,2.700000002514565e-06,7.82485585659742e-12,2.7000078273704216e-06,112342.57,fill_ask_1755867519281983
2025-08-22T14:58:39.282050,sell,112342.57,0.026179999999999995,-0.11579999999999994,112342.57000000007,13009.2696087,2.700000002514565e-06,6.7404471337795225e-12,2.700006742961699e-06,112342.57,fill_ask_1755867519282050
2025-08-22T14:58:39.354671,sell,112342.57,7.000000000000062e-05,-0.11586999999999995,112342.57000000007,13017.1335886,2.700000002514565e-06,6.744521670043465e-12,2.7000067470362352e-06,112342.57,fill_ask_1755867519354672
2025-08-22T14:58:39.500280,buy,112342.56,0.0,-0.11576999999999994,112342.57000000007,13005.8993326,3.7000000092666825e-06,0.0011577000078168925,0.0011614000078261591,112342.56,fill_bid_1755867519500281
2025-08-22T14:58:39.522936,buy,112342.56,0.0,-0.10848999999999995,112342.57000000007,12188.045495800001,7.650000050081868e-05,0.0010849000073253404,0.0011614000078261591,112342.56,fill_bid_1755867519522936
2025-08-22T14:58:39.580921,sell,112342.57,0.0006700000000000039,-0.10915999999999995,112342.57000000005,12263.3150177,7.650000050081868e-05,4.765461198985575e-12,7.650000526627989e-05,112342.57,fill_ask_1755867519580922
2025-08-22T14:58:40.305814,buy,112342.56,0.0,-0.10906999999999994,112342.57000000005,12253.2041873,7.740000050558595e-05,0.0010907000057773252,0.0011681000062829113,112342.56,fill_bid_1755867520305815
2025-08-22T14:58:40.409946,sell,112342.57,0.0008900000000000019,-0.10995999999999995,112342.57000000007,12353.1890746,7.740000050558595e-05,6.400514394044873e-12,7.740000690610035e-05,112342.57,fill_ask_1755867520409947
2025-08-22T14:58:40.784559,sell,112342.57,3.999999999999837e-05,-0.10999999999999995,112342.57000000007,12357.682777400001,7.740000050558595e-05,6.4028427004814116e-12,7.740000690842866e-05,112342.57,fill_ask_1755867520784559
2025-08-22T14:58:41.818767,buy,112342.56,0.0,-0.10992999999999994,112342.57000000007,12349.818798200002,7.810000051031243e-05,0.0010993000074225705,0.001177400007932883,112342.56,fill_bid_1755867521818769
2025-08-22T14:58:42.277368,sell,112342.57,0.00028000000000000247,-0.11020999999999995,112342.57000000007,12381.274717800003,7.810000051031243e-05,6.41506630927324e-12,7.810000692537874e-05,112342.57,fill_ask_1755867522277368
2025-08-22T14:58:43.357788,sell,112342.57,7.000000000000062e-05,-0.11027999999999995,112342.57000000005,12389.138697700002,7.810000051031243e-05,4.814355634152887e-12,7.810000532466806e-05,112342.57,fill_ask_1755867523357787
2025-08-22T14:58:44.479787,sell,112342.57,0.00043999999999999595,-0.11071999999999994,112342.57000000005,12438.5694285,7.810000051031243e-05,4.833564162254331e-12,7.810000534387659e-05,112342.57,fill_ask_1755867524479789
2025-08-22T14:58:44.564647,buy,112342.56,0.0,-0.11064999999999994,112342.57000000005,12430.705449300001,7.880000051402027e-05,0.0011065000058610162,0.0011853000063750364,112342.56,fill_bid_1755867524564647
2025-08-22T14:58:44.595948,sell,112342.57,0.00010000000000000286,-0.11074999999999995,112342.57000000005,12441.939706300001,7.880000051402027e-05,4.834873834624884e-12,7.88000053488941e-05,112342.57,fill_ask_1755867524595948
2025-08-22T14:58:44.604252,sell,112342.57,0.0010000000000000009,-0.11174999999999995,112342.57000000007,12554.282276300002,7.880000051402027e-05,6.50470610707998e-12,7.880000701872637e-05,112342.57,fill_ask_1755867524604251
2025-08-22T14:58:44.761898,buy,112342.56,0.0,-0.11166999999999995,112342.57000000007,12545.294871500002,7.96000005194219e-05,0.0011167000075400569,0.0011963000080594788,112342.56,fill_bid_1755867524761899
2025-08-22T14:58:45.227718,sell,112342.57,0.0009699999999999986,-0.11263999999999995,112342.57000000007,12654.267164400002,7.96000005194219e-05,6.556510925292966e-12,7.960000707593283e-05,112342.57,fill_ask_1755867525227718
2025-08-22T14:58:45.320766,buy,112342.56,0.0,-0.06263999999999995,112342.57000000007,7037.139164400001,0.0005796000038954663,0.0006264000042295079,0.0012060000081249743,112342.56,fill_bid_1755867525320767
2025-08-22T14:58:45.320899,buy,112342.56,0.0,-0.03239999999999994,112342.57000000007,3639.9001500000013,0.0008820000059372979,0.00032400000218767616,0.001206000008124974,112342.56,fill_bid_1755867525320899
2025-08-22T14:58:45.321003,buy,112342.56,0.0,-0.01727999999999994,112342.57000000007,1941.2806428000013,0.0010332000069582137,0.00017280000116676035,0.001206000008124974,112342.56,fill_bid_1755867525321003
2025-08-22T14:58:45.328970,buy,112342.56,0.0,-0.01625999999999994,112342.57000000007,1826.6912316000012,0.001043400007027085,0.00016260000109788903,0.001206000008124974,112342.56,fill_bid_1755867525328971
2025-08-22T14:58:45.529510,buy,112342.56,0.0,-0.005879999999999941,112342.57000000007,660.5754588000011,0.0011472000077279517,5.8800000397022224e-05,0.0012060000081249738,112342.56,fill_bid_1755867525529509
2025-08-22T14:58:45.636293,sell,112342.57,0.00033000000000000043,-0.006209999999999941,112342.57000000007,697.6485069000012,0.0011472000077279517,3.614695742726292e-13,0.0011472000080894212,112342.57,fill_ask_1755867525636293
2025-08-22T14:58:45.820789,sell,112342.57,6.999999999999975e-05,-0.006279999999999941,112342.57000000007,705.5124868000012,0.0011472000077279517,3.655441105365719e-13,0.0011472000080934958,112342.57,fill_ask_1755867525820789
2025-08-22T14:58:45.881208,sell,112342.57,0.0008799999999999997,-0.007159999999999941,112342.57000000007,804.3739484000012,0.0011472000077279517,4.167668521404232e-13,0.0011472000081447185,112342.57,fill_ask_1755867525881208
2025-08-22T14:58:45.890737,sell,112342.57,0.0003100000000000004,-0.007469999999999941,112342.57000000007,839.2001451000012,0.0011472000077279517,4.348112270235981e-13,0.001147200008162763,112342.57,fill_ask_1755867525890736
2025-08-22T14:58:45.981889,sell,112342.57,0.009999999999999998,-0.01746999999999994,112342.57000000004,1962.6258451000012,0.0011472000077279517,5.084439180791361e-13,0.0011472000082363956,112342.57,fill_ask_1755867525981890
2025-08-22T14:58:46.014363,buy,112342.56,0.0,-0.01401999999999994,112342.57000000004,1575.0440131000014,0.0011817000078604904,0.00014020000053860653,0.001321900008399097,112342.56,fill_bid_1755867526014362
2025-08-22T14:58:46.297822,sell,112342.57,0.0001899999999999992,-0.01420999999999994,112342.57000000004,1596.3891014000012,0.0011817000078604904,4.1356543079018417e-13,0.0011817000082740559,112342.57,fill_ask_1755867526297822
2025-08-22T14:58:46.617199,sell,112342.57,0.0005000000000000004,-0.01470999999999994,112342.57000000004,1652.5603864000013,0.0011817000078604904,4.2811734601855104e-13,0.0011817000082886078,112342.57,fill_ask_1755867526617200
2025-08-22T14:58:46.950533,buy,112342.56,0.0,-0.01463999999999994,112342.57000000004,1644.6964072000012,0.0011824000078631796,0.0001464000005624251,0.0013288000084256046,112342.56,fill_bid_1755867526950533
2025-08-22T14:58:47.109778,buy,112342.56,0.0,-0.013799999999999939,112342.57000000004,1550.3286568000012,0.00119080000789545,0.00013800000053015477,0.0013288000084256048,112342.56,fill_bid_1755867527109783
2025-08-22T14:58:47.302221,buy,112342.56,0.0,-0.01348999999999994,112342.57000000004,1515.5024632000013,0.0011939000079073594,0.0001349000005182455,0.0013288000084256048,112342.56,fill_bid_1755867527302222
2025-08-22T14:58:47.517230,sell,112342.57,0.0014300000000000007,-0.01491999999999994,112342.57000000004,1676.1523383000015,0.0011939000079073594,4.342291504144651e-13,0.0011939000083415886,112342.57,fill_ask_1755867527517236
2025-08-22T14:58:48.009579,buy,112342.56,0.0,-0.01423999999999994,112342.57000000004,1599.7593975000016,0.001200700007933483,0.0001424000005470583,0.0013431000084805412,112342.56,fill_bid_1755867528009583
2025-08-22T14:58:48.604521,sell,112342.57,7.000000000000062e-05,-0.01430999999999994,112342.57000000004,1607.6233774000016,0.001200700007933483,4.164758138358576e-13,0.0012007000083499588,112342.57,fill_ask_1755867528604521
2025-08-22T14:58:48.655594,sell,112342.57,0.0020000000000000018,-0.016309999999999943,112342.57000000004,1832.3085174000018,0.001200700007933483,4.74683474749325e-13,0.0012007000084081664,112342.57,fill_ask_1755867528655593
2025-08-22T14:58:48.705606,sell,112342.57,0.00041000000000000064,-0.016719999999999943,112342.57000000004,1878.368971100002,0.001200700007933483,4.866160452365859e-13,0.001200700008420099,112342.57,fill_ask_1755867528705606
2025-08-22T14:58:48.810661,sell,112342.57,0.008899999999999998,-0.02561999999999994,112342.57000000002,2878.217844100002,0.001200700007933483,3.728200681507579e-13,0.001200700008306303,112342.57,fill_ask_1755867528810661
2025-08-22T14:58:48.859564,sell,112342.57,0.00033000000000000043,-0.025949999999999942,112342.57000000002,2915.290892200002,0.001200700007933483,3.7762220017611896e-13,0.0012007000083111051,112342.57,fill_ask_1755867528859564
2025-08-22T14:58:48.862912,sell,112342.57,0.01662,-0.04256999999999994,112342.57000000004,4782.4244056000025,0.001200700007933483,1.238950062543152e-12,0.001200700009172433,112342.57,fill_ask_1755867528862912
2025-08-22T14:58:49.645805,sell,112342.57,8.99999999999998e-05,-0.04265999999999994,112342.57000000004,4792.535236900003,0.001200700007933483,1.241569407284258e-12,0.0012007000091750523,112342.57,fill_ask_1755867529645805
2025-08-22T14:58:49.681618,buy,112342.56,0.0,-0.01795999999999994,112342.57000000004,2017.6740049000032,0.001447700008882384,0.00017960000068996973,0.001627300009572354,112342.56,fill_bid_1755867529681619
2025-08-22T14:58:49.684153,buy,112342.56,0.012280000000000058,0.012280000000000058,112342.56,-1379.565009499997,0.001627300009572354,0.0,0.001627300009572354,112342.56,fill_bid_1755867529684153
2025-08-22T14:58:49.684241,buy,112342.56,0.05,0.06228000000000006,112342.56000000001,-6996.693009499997,0.001627300009572354,-9.062932804226884e-13,0.0016273000086660606,112342.56,fill_bid_1755867529684240
2025-08-22T14:58:49.684359,buy,112342.56,0.005549999999999999,0.06783000000000006,112342.56000000001,-7620.194217499997,0.001627300009572354,-9.870564099401244e-13,0.0016273000085852975,112342.56,fill_bid_1755867529684358
2025-08-22T14:58:49.690609,buy,112342.56,0.05,0.11783000000000006,112342.56000000001,-13237.322217499997,0.001627300009572354,-1.714652171358467e-12,0.0016273000078577018,112342.56,fill_bid_1755867529690610
2025-08-22T14:58:49.748290,buy,112342.56,0.004280000000000006,0.12211000000000007,112342.56000000001,-13718.148374299997,0.001627300009572354,-1.7769343685358772e-12,0.0016273000077954196,112342.56,fill_bid_1755867529748290
2025-08-22T14:58:49.748413,buy,112342.56,0.004380000000000009,0.12649000000000007,112342.56000000001,-14210.208787099999,0.001627300009572354,-1.840671757236124e-12,0.0016273000077316822,112342.56,fill_bid_1755867529748412
2025-08-22T14:58:49.776958,buy,112342.56,0.03023999999999999,0.15673000000000006,112342.56000000001,-17607.4478015,0.001627300009572354,-2.2807216737419376e-12,0.0016273000072916323,112342.56,fill_bid_1755867529776958
2025-08-22T14:58:49.777023,buy,112342.56,0.015119999999999995,0.17185000000000006,112342.56000000003,-19306.0673087,0.001627300009572354,-5.001493263989689e-12,0.0016273000045708605,112342.56,fill_bid_1755867529777024
2025-08-22T14:58:49.785484,buy,112342.56,0.04999999999999999,0.22185000000000005,112342.56000000001,-24923.1953087,0.001627300009572354,-3.2283423934131868e-12,0.0016273000063440116,112342.56,fill_bid_1755867529785484
2025-08-22T14:58:49.792906,buy,112342.56,0.0267,0.24855000000000005,112342.56000000001,-27922.7416607,0.001627300009572354,-3.6168785300105817e-12,0.0016273000059554754,112342.56,fill_bid_1755867529792906
2025-08-22T14:58:49.794755,buy,112342.56,0.019000000000000017,0.26755000000000007,112342.56000000001,-30057.250300700005,0.001627300009572354,-3.893364919349552e-12,0.0016273000056789889,112342.56,fill_bid_1755867529794755
2025-08-22T14:58:49.802572,buy,112342.56,0.0015200000000000213,0.2690700000000001,112342.56000000001,-30228.010991900006,0.001627300009572354,-3.91548383049667e-12,0.00162730000565687,112342.56,fill_bid_1755867529802572
2025-08-22T14:58:49.802762,buy,112342.56,0.006979999999999986,0.2760500000000001,112342.56000000001,-31012.162060700004,0.001627300009572354,-4.0170561987906705e-12,0.0016273000055552977,112342.56,fill_bid_1755867529802763
2025-08-22T14:58:49.806639,sell,112342.57,0.0044500000000000095,0.27160000000000006,112342.56000000001,-30512.237624200003,0.0016718000095490419,0.0027159999985771725,0.004387800008126214,112342.57,fill_ask_1755867529806639
2025-08-22T14:58:49.809750,buy,112342.56,0.0009000000000000119,0.2725000000000001,112342.56000000001,-30613.345928200004,0.0016718000095490419,-3.965396899729968e-12,0.001671800005583645,112342.56,fill_bid_1755867529809750
2025-08-22T14:58:49.816008,buy,112342.56,0.020500000000000018,0.2930000000000001,112342.56000000001,-32916.3684082,0.0016718000095490419,-4.263711161911489e-12,0.0016718000052853307,112342.56,fill_bid_1755867529816007
2025-08-22T14:58:49.865522,buy,112342.56,0.0267,0.3197000000000001,112342.56000000001,-35915.9147602,0.0016718000095490419,-4.652247298508884e-12,0.0016718000048967945,112342.56,fill_bid_1755867529865522
2025-08-22T14:58:49.865555,buy,112342.56,0.0016999999999999793,0.3214000000000001,112342.56000000001,-36106.8971122,0.0016718000095490419,-4.676985554397107e-12,0.0016718000048720563,112342.56,fill_bid_1755867529865555
2025-08-22T14:58:49.865585,buy,112342.56,0.016000000000000014,0.3374000000000001,112342.56000000001,-37904.3780722,0.0016718000095490419,-4.909816198050977e-12,0.0016718000046392256,112342.56,fill_bid_1755867529865584
2025-08-22T14:58:49.865615,buy,112342.56,0.006350000000000022,0.3437500000000001,112342.56,-38617.7533282,0.0016718000095490419,0.0,0.0016718000095490419,112342.56,fill_bid_1755867529865615
2025-08-22T14:58:49.865645,buy,112342.56,0.0267,0.3704500000000001,112342.56,-41617.2996802,0.0016718000095490419,0.0,0.0016718000095490419,112342.56,fill_bid_1755867529865645
2025-08-22T14:58:49.887597,buy,112342.56,0.02146999999999999,0.3919200000000001,112342.55999999998,-44029.294443399995,0.0016718000095490419,5.703186616301538e-12,0.0016718000152522285,112342.56,fill_bid_1755867529887597
2025-08-22T14:58:49.887628,buy,112342.56,4.999999999999449e-05,0.3919700000000001,112342.55999999998,-44034.91157139999,0.0016718000095490419,5.703914212062956e-12,0.001671800015252956,112342.56,fill_bid_1755867529887628
2025-08-22T14:58:49.887652,buy,112342.56,4.999999999999449e-05,0.3920200000000001,112342.55999999998,-44040.52869939999,0.0016718000095490419,5.7046418078243746e-12,0.0016718000152536837,112342.56,fill_bid_1755867529887652
2025-08-22T14:58:49.887676,buy,112342.56,4.999999999999449e-05,0.3920700000000001,112342.55999999998,-44046.14582739999,0.0016718000095490419,5.705369403585793e-12,0.0016718000152544112,112342.56,fill_bid_1755867529887676
2025-08-22T14:58:49.887700,buy,112342.56,0.00045000000000000595,0.3925200000000001,112342.55999999998,-44096.69997939999,0.0016718000095490419,5.711917765438558e-12,0.0016718000152609596,112342.56,fill_bid_1755867529887700
2025-08-22T14:58:49.887724,buy,112342.56,4.999999999999449e-05,0.3925700000000001,112342.55999999998,-44102.31710739999,0.0016718000095490419,5.712645361199976e-12,0.0016718000152616873,112342.56,fill_bid_1755867529887724
2025-08-22T14:58:49.887747,buy,112342.56,4.999999999999449e-05,0.3926200000000001,112342.55999999998,-44107.93423539999,0.0016718000095490419,5.7133729569613945e-12,0.0016718000152624148,112342.56,fill_bid_1755867529887747
2025-08-22T14:58:49.887770,buy,112342.56,4.999999999999449e-05,0.3926700000000001,112342.55999999997,-44113.55136339999,0.0016718000095490419,1.1428201105445626e-11,0.001671800020977243,112342.56,fill_bid_1755867529887770
2025-08-22T14:58:49.887793,buy,112342.56,4.999999999999449e-05,0.39272000000000007,112342.55999999997,-44119.168491399985,0.0016718000095490419,1.1429656296968462e-11,0.0016718000209786981,112342.56,fill_bid_1755867529887792
2025-08-22T14:58:49.887817,buy,112342.56,4.999999999999449e-05,0.39277000000000006,112342.55999999997,-44124.78561939998,0.0016718000095490419,1.1431111488491299e-11,0.0016718000209801534,112342.56,fill_bid_1755867529887817
2025-08-22T14:58:49.887840,buy,112342.56,4.999999999999449e-05,0.39282000000000006,112342.55999999997,-44130.40274739998,0.0016718000095490419,1.1432566680014135e-11,0.0016718000209816086,112342.56,fill_bid_1755867529887840
2025-08-22T14:58:49.887864,buy,112342.56,4.999999999999449e-05,0.39287000000000005,112342.55999999997,-44136.01987539998,0.0016718000095490419,1.1434021871536972e-11,0.0016718000209830638,112342.56,fill_bid_1755867529887864
2025-08-22T14:58:49.887886,buy,112342.56,4.999999999999449e-05,0.39292000000000005,112342.55999999995,-44141.63700339998,0.0016718000095490419,1.715321559458971e-11,0.0016718000267022576,112342.56,fill_bid_1755867529887886
2025-08-22T14:58:49.887908,buy,112342.56,0.0013299999999999979,0.39425000000000004,112342.55999999995,-44291.05260819998,0.0016718000095490419,1.7211277736350897e-11,0.0016718000267603196,112342.56,fill_bid_1755867529887908
2025-08-22T14:58:49.887931,buy,112342.56,0.0029000000000000137,0.39715000000000006,112342.55999999997,-44616.84603219998,0.0016718000095490419,1.1558586265891792e-11,0.0016718000211076282,112342.56,fill_bid_1755867529887930
2025-08-22T14:58:49.887963,buy,112342.56,0.0267,0.42385000000000006,112342.55999999995,-47616.39238419998,0.0016718000095490419,1.8503487808629873e-11,0.0016718000280525297,112342.56,fill_bid_1755867529887962
2025-08-22T14:58:50.037670,buy,112342.56,0.003400000000000014,0.4272500000000001,112342.55999999995,-47998.35708819998,0.0016718000095490419,1.8651917343959215e-11,0.0016718000282009591,112342.56,fill_bid_1755867530037670
2025-08-22T14:58:50.065241,sell,112342.57,0.0015800000000000258,0.42567000000000005,112342.55999999995,-47820.855827599975,0.001687600009632733,0.004256700022547303,0.005944300032180036,112342.57,fill_ask_1755867530065241
2025-08-22T14:58:50.304460,sell,112342.57,0.0009500000000000064,0.42472000000000004,112342.55999999995,-47714.130386099976,0.0016971000096830536,0.004247200022496982,0.005944300032180036,112342.57,fill_ask_1755867530304460
2025-08-22T14:58:50.462346,sell,112342.57,0.0008900000000000019,0.42383000000000004,112342.55999999995,-47614.145498799975,0.001706000009730196,0.004238300022449839,0.005944300032180035,112342.57,fill_ask_1755867530462347
2025-08-22T14:58:50.560393,sell,112342.57,0.004359999999999975,0.41947000000000007,112342.55999999995,-47124.33189359998,0.0017496000099611404,0.004194700022218895,0.005944300032180036,112342.57,fill_ask_1755867530560394
2025-08-22T14:58:51.064707,buy,112342.56,0.005720000000000003,0.42519000000000007,112342.55999999995,-47766.93133679998,0.0017496000099611404,1.8561986507847907e-11,0.001749600028523127,112342.56,fill_bid_1755867531064708
2025-08-22T14:58:51.115173,buy,112342.56,0.00015999999999999348,0.42535000000000006,112342.55999999994,-47784.906146399975,0.0017496000099611404,2.4758628569543365e-11,0.001749600034719769,112342.56,fill_bid_1755867531115173
2025-08-22T14:58:51.122554,buy,112342.56,0.0030999999999999917,0.42845000000000005,112342.55999999995,-48133.16808239998,0.0017496000099611404,1.8704304238781336e-11,0.0017496000286654446,112342.56,fill_bid_1755867531122554
2025-08-22T14:58:51.275741,sell,112342.57,0.0005700000000000149,0.42788000000000004,112342.55999999995,-48069.13281749997,0.0017553000099913329,0.004278800022664364,0.006034100032655696,112342.57,fill_ask_1755867531275740
2025-08-22T14:58:51.527264,buy,112342.56,7.00000000000145e-05,0.42795000000000005,112342.55999999997,-48076.996796699976,0.0017553000099913329,1.245498424395919e-11,0.0017553000224463172,112342.56,fill_bid_1755867531527264
2025-08-22T14:58:51.926517,sell,112342.57,4.999999999999449e-05,0.42790000000000006,112342.55999999997,-48071.379668199974,0.0017558000099932537,0.004279000016438659,0.006034800026431913,112342.57,fill_ask_1755867531926517
2025-08-22T14:58:52.074129,sell,112342.57,0.0006200000000000094,0.42728000000000005,112342.55999999997,-48001.727274799974,0.0017620000100170724,0.00427280001641484,0.006034800026431912,112342.57,fill_ask_1755867532074128
2025-08-22T14:58:52.393260,buy,112342.56,0.04999999999999999,0.47728000000000004,112342.55999999995,-53618.85527479997,0.0017620000100170724,2.0836014300584796e-11,0.0017620000308530867,112342.56,fill_bid_1755867532393261
2025-08-22T14:58:52.393414,buy,112342.56,0.015120000000000022,0.49240000000000006,112342.55999999997,-55317.474781999976,0.0017620000100170724,1.4330726116895677e-11,0.0017620000243477984,112342.56,fill_bid_1755867532393413
2025-08-22T14:58:52.393703,buy,112342.56,0.050000000000000044,0.5424000000000001,112342.55999999997,-60934.60278199998,0.0017620000100170724,1.5785917639732364e-11,0.00176200002580299,112342.56,fill_bid_1755867532393703
2025-08-22T14:58:52.544903,buy,112342.56,0.003730000000000011,0.5461300000000001,112342.55999999997,-61353.64053079998,0.0017620000100170724,1.589447492733598e-11,0.0017620000259115473,112342.56,fill_bid_1755867532544902
2025-08-22T14:58:52.663782,buy,112342.56,0.0022799999999999487,0.5484100000000001,112342.55999999997,-61609.781567599974,0.0017620000100170724,1.5960831660777332e-11,0.001762000025977904,112342.56,fill_bid_1755867532663782
2025-08-22T14:58:52.666717,sell,112342.57,7.999999999996898e-05,0.5483300000000001,112342.55999999997,-61600.79416199998,0.0017628000100201454,0.005483300021065225,0.0072461000310853705,112342.57,fill_ask_1755867532666716
2025-08-22T14:58:52.828724,buy,112342.56,0.0006500000000000394,0.5489800000000001,112342.55999999997,-61673.81682599998,0.0017628000100201454,1.5977420844137673e-11,0.0017628000259975662,112342.56,fill_bid_1755867532828725
2025-08-22T14:58:52.874681,buy,112342.56,0.0026399999999999757,0.5516200000000001,112342.55999999997,-61970.401184399976,0.0017628000100201454,1.605425495654345e-11,0.0017628000260744004,112342.56,fill_bid_1755867532874682
2025-08-22T14:58:52.912238,sell,112342.57,7.00000000000145e-05,0.5515500000000001,112342.55999999997,-61962.537204499975,0.0017635000100228349,0.005515500021188929,0.007279000031211763,112342.57,fill_ask_1755867532912239
2025-08-22T14:58:53.008568,buy,112342.56,0.0035600000000000076,0.5551100000000001,112342.55999999997,-62362.47671809998,0.0017635000100228349,1.615582732483745e-11,0.0017635000261786622,112342.56,fill_bid_1755867533008568
2025-08-22T14:58:53.275484,buy,112342.56,0.03022999999999998,0.5853400000000001,112342.55999999997,-65758.59230689997,0.0017635000100228349,1.703563611954451e-11,0.001763500027058471,112342.56,fill_bid_1755867533275483
2025-08-22T14:58:53.275564,buy,112342.56,0.010199999999999987,0.5955400000000001,112342.55999999997,-66904.48641889996,0.0017635000100228349,1.7332495190203192e-11,0.0017635000273553301,112342.56,fill_bid_1755867533275564
2025-08-22T14:58:53.351791,sell,112342.57,0.00012999999999996348,0.5954100000000001,112342.55999999997,-66889.88188479996,0.0017648000100278288,0.0059541000228739,0.007718900032901729,112342.57,fill_ask_1755867533351791
2025-08-22T14:58:53.598026,buy,112342.56,0.000260000000000038,0.5956700000000001,112342.55999999998,-66919.09095039997,0.0017648000100278288,8.668139344081285e-12,0.0017648000186959681,112342.56,fill_bid_1755867533598027
